react_mob,react_hom,unsure_oe,cog_dissonance_oe,fake_news_oe,info_seeking_oe,racism_hate_oe,social_desirability_race_oe,violence_oe,lethal_oe,extrajudicial_oe,dehumanizing_oe,demonizing_oe,group_oe,ingroup_oe,anger_oe,disgust_oe,sadness_oe,fear_oe,anxiety_oe,survey_code_oe,exclude_oe
"It stated the attacker was alleged and that he was a muslim refugee. My reaction was to be worried that the man was used as a scapegoat due to his background, and that he may not have been the perpetrator. ","A child is an innocent, so to read that one was murdered is heartbreaking. I have my own child, and I couldn't imagine what would happen to our family if something were to happen to her. ",0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,EELO,
I felt horrified that people would enact vigilante justice on someone thought to commit a crime instead of letting the justice system do its job,"I felt like it was extremely tragic, their child dying is something that no parent should ever have to suffer through",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,K1ZH,
I was a bit taken back that people would attack someone without knowing if it was truly him or not. I was always somewhat supportive because if it was him then he should be beat up.,I think it's a senseless act and I'm so disgusted hearing about how children are going missing and how they are being murdered by random people constantly these days. It made me think of the sex trafficking things that are going on right now. I was instantly upset thinking about how a child suffered and I feared that it could have been my child. I also felt sad for the family and that an innocent chilld lost his/her life.,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,EHO9,
I am concerned that people took the law into their own hands. I am concerned that the right person is being convicted for the murder.,"The loss of innocent life, of a life never to be lived is horrifying. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,QX8K,
The attack of the perpetrator fulfilled some of my need for justice. I would want this done if it was my child who was murdered. He fully deserved it- sometimes the law just needs to be taken into your own hands.,"I was so angry to hear about this, but my need for justice was quenched by the beating of the perpetrator. I don't know what I would do if I was the parent of this child.",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,VNVL,
"The man was dealt with inhumanely and without trial, he will be taken care of by the system, more laws don't need to be broken","The killing was bad, but the beating was unjustified. The man will be dealt with by the law if he is guilty.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MZK0,
It's unbearable. It's a shame someone like this is out there with this kind of mind set. I feel nothing about them.,It's cruel. It's a poor innocent young life that was ended due to stupidity. This child did not deserve this at all.,,,,,,,,,,,,,,,,,,,D13A,Time
"I think it is understandable as a gut reaction, but also unfortunate because it perpetuates the sense that violent actions or reactions are appropriate.  It sets a poor example.",It's just awful.  Seeing the picture of the very typical small Midwestern town that accompanied the article made it relatable and seem as if something so terrible could happen in the town where I live.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,JUSW,
"Karma's a bitch, as the saying goes. I wouldn't have pressed charges against the vigilantes. Hell, I'd be giving them medals. They did what the police wouldn't.","There is a price to pay for being weak, and unfortunately this child had to pay it. However, the brutal beating of the perp is karma in action and I have no sympathy for that person.",2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,U4M3,
The attack was unjustified because the man has the right to a fair trial. It was unnecessary for people to make the conclusion that this man was the suspect unless they explicitly caught him murdering the child,There needed to be some more information about the victim included as well as the reason that made people believe the man was the suspect,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3KSF,
My reactions to the article is still the same as I typed just a moment ago. I said that it was very sad and I wondered if the story was real.,Seems like a bad story and I wonder if it is made up for the research or if it is a real story.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,YT7C,
"I can understand why people would want to attack the guy, but it's not for people to take into their own hands.  You need to be patient and hope that the justice system deals with it properly.  ",It's sick.  I can't imagine why anyone would want to kill a child.  I think the murderer deserves to go away for life in prison for this.  Hurting a child is as low as you can go .,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,RLEJ,
There is a lot of sadness with sorrow. Just imagining of the the perpetrator may have done this is a very sick person in the head.,I think that what reportedly has happened is very sorrowful and a shame. I feel for the family of the child and all that they are having to go through.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5DMU,
I think he deserved it especially for killing a child. And what he got was nothing compared to what he will receive for what he has done.,i feel anger towards the situation because it's disgusting if you can sit and kill a child our anybody at all.,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,PXCO,
I was glad that people had taken matters in their own hands anyone who can harm a child deserves the punishment they receive by man or by law enforcement officials!,I was disgusted. It moves my soul to the core when the life of the innocent is taken at the hands of a delusional man. No parent deserves to endure this pain as no child deserves this kind of unlucky fate. I hate people who can harm children or the elderly without batting an eyelash. They will have the price of hell to pay! ,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,56DJ,
I think this person has serious mental problems and should have got help if he could not control his emotions. He must not have been raised well or had nobody to talk to.,"I think this is very wrong and unfair, I can understand why the people wanted to hurt this guy. I think the community should have known beforehand and took action. This man has serious mental problems. It could have been prevented",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,KHVU,
I believe the perpetrator deserved to be attacked especially if he was caught in the act. I would have assisted with the attack if I was there.,"These is such a sad situation. A child does not deserve to die, especially at the hands of an adult. A child's life is something that should grow to an adult's life.",0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,DF80,
I seriously thought people were jumping the gun by attacking the alleged perpetrator without any further confirmation. Playing to such base desires without evidence disgusted me a bit. I really want to see more confirmations of the story before any further decisions.,I immediately thought about the fact that people are jumping the gun as they are attacking an 'alleged' perpetrator. I got the impression that people are scared and are playing into their prejudices too much. I would want to hear a more solid confirmation of events before making any further decisions.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,QGBO,
If they did it then they got what was coming to them. It's always good when people get revenge on criminals like this before they're just put in jail for 5-20 years.,It's very sad that someone's child was murdered. Don't like sad news like this,,,,,,,,,,,,,,,,,,,O1FS,Dupe
I feel that everyone should have the right to a trial and to be presumed innocent until found guilty but a case like this really brings out the emotions of people so it does not surprise me at all.,"I hate to hear about any child ever being hurt, especially murdered. It's always a very sad thing. If the person in question did commit this crime I hope he pays dearly for it.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,9AFS,
"Mob justice is no kind of justice for our society to be using. As much as I can understand the rage and hurt and disgust the people there were feeling, it wasn't right. Physically harming others is not the way to carry out justice. Everyone has the right to investigation and trial. The attack only hurts the chances of the perpetrator being tried and punished fairly, and there is always a chance there was a mistake in identifying who did it.",I was horrified that someone would kill a child. My heart breaks for the poor kid's family. There is no excuse for that kind of crime. The family is going to be in my prayers.,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,RFRD,
"Again, I am glad that the allegedly suspect was beat by the residents of the town. If you ask me, that is getting off lightly, when speaking about the murder of a defenseless child. ","I feel sympathy for the family, as well as anger towards the man who committed the crime. I also wonder how he was able to harm a child without anyone noticing or witnessing. I am also surprised that the residents of the town who assaulted him did not continue until he was deceased, because as a parent, I could not live with what that man had done. ",0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,SCMS,
